abk_bahnhof,Name Haltestelle,lat,lon
SGBA,"St. Gallen, Bach St. Georgen",47.41466719,9.397216874
GRHH,"Grabs, Hochhaus",47.1767536,9.449837184
GRFG,"Grabs, Feldgatter",47.18632571,9.442700637
HOHF,Hohfluh VS,46.34708789,8.033098746
SCBU,Schübelbach-Buttikon,47.17638983,8.938780974
LEH,"Lenzerheide/Lai, Post",46.72740998,9.557960891
VIWE,"Visp, West",46.30044522,7.870607463
SCHN,Schlattingen,47.66662433,8.770433718
LZGT,Luzern Gütsch Tunnel,47.04987928,8.29745201
OSAM,Oberentfelden Ankematt,47.35039758,8.049000728
PAL,Palézieux,46.54276359,6.837875277
LZVH,Luzern Verkehrshaus,47.05393232,8.337297328
SIEO,Sierre Ouest,46.28377594,7.522007473
SIOE,Sion Est,46.24324686,7.379601266
RAND,Randa,46.09993078,7.781462916
VIGO,Villars-sur-Ollon Golf,46.30912,7.075490004
CHWE,Chur West,46.84994175,9.512478683
OBAW,"Obersteckholz, Am Wald",47.19659952,7.831026717
HWWA,Huttwilwald (AnG),47.10578229,7.822518671
MBDP,"Meinisberg, Dorfplatz",47.15956796,7.347847094
PISH,"Pieterlen, Schulhaus",47.17454771,7.331147918
DROT,Dürrenroth,47.09130562,7.792013451
HBJB,"Herzogenbuchsee, Jurablick",47.19484682,7.700530315
WWPO,"Wanzwil, Post",47.20009759,7.693455752
WBBF,"Wiedlisbach, Bahnhof",47.25286447,7.646466173
VIW,Visp West (Spw),46.30379999,7.855279994
LZBZ,Luzern (BLZ),47.05003573,8.308931059
WGB,Wängi Güterbahnhof,47.49535932,8.956924991
GOAR,Goppenstein Autorampe,46.36329,7.757519996
ENRE,"Enge i.S., Abzweigung Bahnhof",46.64739712,7.418195359
SBR,Schwarzwasserbrücke,46.86279414,7.362375055
CHRG,"Chur, Rigahaus",46.85596052,9.534782507
VUA,Vuadens-Sud,46.61795999,7.020170004
WD,Wiesendangen,47.52554304,8.776038001
SUBF,"St. Urban, Bahnhof",47.23199488,7.83601369
STFE,Teufen AR Stofel,47.39099921,9.379984339
UT,Utzenstorf,47.12953715,7.553627619
LSPA,Lausanne Paleyres,46.51300754,6.638921958
CODF,Commerce de fer (racc),46.68616999,6.905990001
DIS,Disentis/Mustér,46.70507945,8.855191534
GET,Gettnau,47.14009443,7.970140126
CHMA,"Chur, Malteser",46.84841298,9.529255311
CHGB,Chur GB,46.85133,9.52229
HALR,Haldenstein Rollschemel,46.87703795,9.533150088
RIK,Rickenbach-Attikon,47.53535737,8.789175039
W,Winterthur,47.50033381,8.723821055
WFOE,Winterthur Försterhaus,47.48313,8.709830005
MURA,"Muraz (Collombey), Paquaire",46.27839114,6.929415021
LPBA,"Locarno, Piazza Stazione",46.17223243,8.800408181
ROCH,"Röthenbach i.E., Chuderhüsi",46.87026038,7.726499575
CS,Corcelles-Sud,46.82884737,6.957192177
LIT,Littau,47.05306432,8.257113967
KALW,Kalpetran West,46.21287174,7.835133912
SFGE,Schöftland Gleisende,47.30453988,8.049383436
BIME,"Bitsch, Mehrzweckanlage",46.33560413,8.015437524
RDKI,"Reiden, Kirche",47.24357403,7.97139242
SHOF,Schweizerhof,47.46942011,9.016284971
RAAT,Raron Betriebszentrale,46.30924668,7.832564732
LUEG,Lueg,47.07298644,7.699502168
ZUAG,Zürich Unterhaltsanlage DepotG,47.38428784,8.521789277
ZSTF,"Zürich Stadelhofen, Bahnhof",47.36635,8.548130004
MEN,Mendrisio,45.86910861,8.97861092
FLM,Flamatt,46.88849136,7.319570812
ULRW,Ulrichen West,46.50354398,8.306397932
AEGH,"Aefligen, Gemeindehaus",47.09387321,7.556906868
ZSTW,Zürich Zentralstellwerk,47.38003514,8.531132001
NIPO,"Niederösch, Oberdorf",47.11659261,7.61477632
OUST,Oberuster,47.34626921,8.730422018
ZHS,Zürich HB Südtrakt,47.37751207,8.540124971
ZSIP,Zürich Sihlpost,47.37733246,8.535367185
ZEUR,Zürich Europaallee,47.37871042,8.533289922
TSFP,"Tschamut, Via Alpsu",46.65509669,8.707935738
STFG,"Steg VS, Feldegg",46.31409793,7.75081179
FONT,Fontannaz-Seulaz,46.2676,7.055849997
AGNO,Agno,45.99593,8.900919994
RKO,Rotkreuz Ost (Verzw),47.13577422,8.46665474
ZSWF,Zürich Stellwerk F,47.38180692,8.524480286
WBWS,"Wiedlisbach, Wangenstrasse",47.24841415,7.645339344
AD,Aadorf,47.48811816,8.903301352
HUTS,Hünibach (See),46.74356895,7.642666089
WHE,Winterthur Hegi,47.50148547,8.76894715
ZASL,Zürich Herdern West Letzibach,47.39018221,8.493311685
FL,Flüelen,46.90173017,8.624302653
BLPO,"Bleienbach, Post",47.18455263,7.752660687
SCFD,"Schöftland, Dorfstrasse",47.30858619,8.051507012
KGAL,"Kandergrund, Altels",46.54528007,7.661843143
SELS,Selfranga Süd,46.84357,9.910600002
BOUQ,Bouquetins,46.3164,7.07234
ZUAF,Zürich Unterhaltsanlage DepotF,47.38183415,8.524454353
HU,Hunzenschwil,47.38828589,8.125693231
DALT,Davos Laret,46.84819594,9.873394302
GRPH,"Grabs, Pflegeheim",47.17273008,9.453010995
SENP,"Sennwald, Post",47.26142397,9.504436227
SIVS,Siviriez (saut km),46.64353649,6.872414095
CHAP,Chapelle (diag),46.5826127,6.834290504
EYHO,Eyholz,46.29678057,7.91630428
RDUD,"Reiden, Unterdorf",47.25236909,7.96984193
CHI,Chiasso,45.83216803,9.031449562
TRVI,Trois-Villes,46.80091487,6.532680954
MIAT,"Mitholz, Unter der Fluh",46.52292198,7.677129366
WIBF,"Willisau, Bahnhof",47.12220885,7.997202117
SEN,Le Sentier-L'Orient,46.60579117,6.231426553
DTLS,Dietlikon Süd (Abzw),47.41735221,8.617855376
LKBF,"Leuk, Bahnhof",46.31188563,7.643947251
AGA,"Agarn, Dorf",46.2974645,7.663528985
SILO,"Gümligen, Siloah",46.93261,7.516729996
WBSR,"Wiedlisbach, Stockrain",47.25181757,7.643397357
WBKG,"Wiedlisbach, Kirchgasse",47.25318079,7.650589076
ETIN,"Etziken, Industrie",47.18972852,7.637552788
ALDT,Allmend Tunnel,47.03463246,8.304549817
GRVI,Villars-sous-Mont,46.54379999,7.072939994
BDFK,Burgdorf Steinhof West (Spw),47.05293718,7.61698877
SGHE,"St. Gallen, Hechtacker",47.41068361,9.345461012
SK,Sisikon,46.94925401,8.620748728
ROMN,Romont sous-station,46.68448353,6.906869922
SG,St. Gallen,47.42317895,9.369896663
LADO,Langendorf,47.2178615,7.513585432
FRRY,"Frutigen, Rybrügg",46.57447937,7.652688424
LSE,Lausanne Est,46.51419671,6.634439788
BIGU,"Biel/Bienne, Place Guisan",47.13466653,7.24408771
MANE,Le Manège,46.55912,6.432170001
BRDR,"Biel/Bienne,rte.de Reuchenette",47.15143112,7.259492863
HTV,Hauteville,46.46626,6.860889997
REC,Reconvilier,47.23523833,7.227417925
BESU,Bernina Suot,46.44485,9.969389996
BXPN,Bex Pont-Neuf,46.25052,7.020820005
BDLB,"Burgdorf, Lerchenbühlweg",47.05939663,7.612851821
STAL,Stalden i.E.,46.8708933,7.622869
SHZ,Scheyenholz,46.93083,7.526209999
FAY,Fayaux,46.46998,6.907630006
BUSM,Bussy-Chardonney,46.52677999,6.446509998
BWYW,Bern Wyler West (Abzw),46.96375673,7.449134101
EK,Ebnat-Kappel,47.26366641,9.120987482
SCH,Schachen (Herisau),47.38513574,9.243202139
FEG,Ferenbalm-Gurbrü,46.9540565,7.218867339
ZOLW,Zollikofen West (Spw),46.99295999,7.464639993
GSTN,Gstalden,47.39770233,9.363294792
NSJG,"Neu St. Johann, Klosterkirche",47.22967016,9.194541969
WBL,Worblaufen,46.97884,7.45763
BOLT,Boltigen,46.62736826,7.390073656
LYFU,Lyss Fulenmatt,47.09081938,7.308919029
GP,Gampelen,47.00936363,7.056442271
ZWBA,"Zweisimmen, Bahnhof",46.55400001,7.375000007
MOT,Môtiers NE,46.91182209,6.610226897
THTG,Thun Taxgrenze,46.7564958,7.626668035
NEFU,Neuchâtel-Université (FUNI),46.99401483,6.937688936
ZWMO,Zweisimmen [Gleis 3-6],46.55320618,7.374771979
BDBF,"Burgdorf, Bahnhof",47.06039204,7.620647509
KOE,Köniz,46.92460656,7.414912058
TRSX,"Trimmis, Saliet",46.89934957,9.560262727
RUTT,Rütti (Abzw),46.98998786,7.466161542
FALK,Falkenhaus (Spw),46.90243863,7.484110509
REMA,Remaufens,46.52373912,6.876513656
BEM,Le Bémont JU,47.26325899,7.014269996
UNO,UNO (fikt.),46.96828,7.463000003
VESC,Verscio,46.18457,8.729720004
BPAE,Belp Aemmemattstrasse 43,46.90155444,7.505001439
WSXY,"Wil SG, Allmend",47.45646113,9.042448292
STSG,"Steinen, Spiegelberg Schlag",47.05374409,8.625942484
WILM,Wil Matt (Abzw),47.45691,9.044909995
SNSI,"Seewen SZ, Stelzli",47.02489603,8.636973228
SZME,"Schwyz, Mettli",47.03946883,8.640496514
BNAH,Bern  Europaplatz,46.94344639,7.407469519
SCUE,Schüpfen,47.04185959,7.38600196
WNKT,Weesen Kerenzerbergtunnel,47.12501942,9.121627312
BP,Belp,46.88888327,7.498635713
PIEO,Le Pied-d'Or,47.22210553,7.056221648
BALG,Galleria Balerna,45.84678426,9.006979002
BREU,Les Breuleux,47.21070157,7.005547683
ORHI,Oberriet SG Hilpert (Spw),47.33106254,9.571716199
BYE,Bussigny Est (bif),46.5449588,6.558439131
MORG,Morges [voie 5-6],46.51136907,6.493711328
CHNO,Chur Gleisende RhB,46.85831963,9.531964938
GSLI,"Grabs, Lims",47.1699395,9.45923913
LTK,Lausanne-Triage K,46.5240411,6.526724849
FLER,Tunnel de Fleurier,46.90934269,6.57728011
GEXI,Gexi,47.39252936,8.192641828
ATOR,Aarau Torfeld,47.39356286,8.062639711
WOS,Wolfenschiessen,46.90782264,8.394797821
EWMA,Ewil Maxon,46.86068775,8.218596369
GLIS,Glisergrund,46.31207696,7.965698118
SGWH,"St. Gallen, Wolfganghof",47.40213437,9.33247339
MOG,Mogelsberg,47.36372793,9.142029333
HEM,Hemishofen,47.67799437,8.83312914
GEOS,Geren Ost (Verzw),46.53183876,8.420161111
SSTA,Stansstad,46.97627005,8.336639133
SAMA,"Sargans, Markthalle",47.06193509,9.459420243
DOER,Dörfli,46.89697029,8.390235912
MATT,Hergiswil Matt,46.99407614,8.312592946
LNG,Langnau-Gattikon,47.28730651,8.543833961
ADF,Alpnach Dorf,46.94059065,8.275344928
GI,Giswil,46.8365344,8.186317692
MGTB,"Murgenthal, Bahnhof",47.26564877,7.832008858
NK,Neukirch-Egnach,47.5387981,9.375853314
BEWI,Berikon-Widen,47.36192406,8.366370594
BEVE,Zufikon Belvédère,47.357675,8.359278215
CVN,La Conversion,46.5130845,6.678323597
NL,Nesslau-Neu St. Johann,47.22682622,9.197566039
CHX,Chexbres-Village,46.48105724,6.778537791
GANO,"Ganterschwil, Oetschwilerstr.",47.37678954,9.084218658
BRN,Brunnadern-Neckertal,47.33782749,9.130595382
PFL,Münchwilen Pflegeheim,47.48148905,8.99194805
DIBE,Distelberg,47.37599555,8.049364887
GRFL,Grünfels,47.23211661,8.835023688
TRW,Triengen-Winikon,47.23489769,8.073357694
BBK,Büron-Bad Knutwil,47.21017249,8.089468348
RA,Ramsen,47.70743299,8.821158537
LUIUW,Luins Unterwerk,46.43174589,6.280763037
BLIZ,Blitzingen,46.44466487,8.204967015
NBG,Neuberg,47.15232245,8.745623316
FRBS,Freienbach SOB,47.20420369,8.759398961
MXMO,Montreux MOB,46.43626,6.910720004
UEBE,Uetliberg,47.35207437,8.487555761
GRAT,Gränichen Töndler,47.36399015,8.092044009
REIN,Reinach AG Nord,47.25706659,8.181654455
MUET,Münster VS,46.48536115,8.266531947
OBW,Oberwald,46.53085131,8.342944817
TRGE,Triengen Gleisende,47.2356645,8.072133303
SCHK,Schottikon,47.5001175,8.811719072
RAET,Räterschen,47.49868192,8.79501713
KLI,Klingnau,47.58155722,8.250294853
SZBF,"Schwyz, Bahnhof",47.02680865,8.632134996
WO,Wohlen AG,47.34846404,8.269792339
KBD,Koblenz Dorf,47.60938608,8.240163897
GLOT,Tunnel de Glovelier Sud,47.33909409,7.199871347
MF,Maienfeld,47.00384055,9.52921609
IMW,Immensee West (Abzw),47.09335107,8.460423448
GDNW,Arth-Goldau Nordwest,47.04925797,8.549556717
CHIE,Chiasso Est,45.82994454,9.036840263
BSW,Basel SBB West (Abzw),47.54619029,7.579567394
BSNO,Basel SBB Nordost (Abzw),47.54489573,7.60333168
MEL,Mellingen,47.42981911,8.273761487
HAHC,"Haag (Rheintal), Haag-Center",47.21207425,9.495890804
SUHR,Suhr,47.37163547,8.08229064
TSAS,Tunnel St-Aubin Sauges,46.87967935,6.759366524
JES,Jestetten Süd,47.64227936,8.566636854
KHGR,Kreuzlingen Hafen Grenze,47.65444461,9.17693932
GRBG,Gryon Bois-Gentil,46.27773,7.067549998
ALST,Altstätten Stadt,47.37683615,9.537491741
TUIS,Les Tuileries (saut km),46.25066547,6.14729551
SEM,Sempach-Neuenkirch,47.11605321,8.195979058
NO,Nottwil,47.13881175,8.138601025
BICA,Bière-Casernes,46.52853,6.351970004
ZF,Zofingen,47.28805254,7.943117674
HASB,Hasenburg,47.39185992,7.391777422
VORG,Chap. du Vorbourg,47.37879131,7.359360424
MACX,Galleria Maccagno Inf. Nord,46.03873068,8.743119781
RUFI,Rufibach,47.17702001,9.03533997
MOAG,Mischgutwerk Ost (Agl),47.47249016,9.44237845
BRM,Brunnmatt (Spw),47.06871579,8.503084728
MERL,Merlischachen,47.06765998,8.409058147
SAX,Saxon,46.14938338,7.173435992
GIOV,Monthey Giovanola (embr),46.26499979,6.949629346
VOU,Vouvry,46.33729644,6.897575543
CBY,Collombey,46.27119293,6.948756368
NUFR,"Niederurnen, Friedhof",47.12198313,9.053583934
BONF,Bonfol,47.474425,7.154884005
WEIH,"Weite, Lonna/Heuwiese",47.09284528,9.501798921
SUMP,Suhr Möbel Pfister,47.37581532,8.085554872
WIDU,"Wildhaus, Dusi",47.2003521,9.361007444
MHBF,"Mühlehorn, Bahnhof",47.11777519,9.173109314
SHSA,Schweizerhalle Säurefabrik,47.52868034,7.679808777
GEJA,Genève-Jardin-Anglais (lac),46.20505165,6.150621026
ZHSI,"Zürich, Sihlquai/HB",47.3798748,8.537604625
LTN,Lausanne-Triage Nord,46.53902739,6.556026018
EV,Evionnaz,46.16925438,7.025518153
ULBA,Ulisbach,47.28629865,9.100917273
BROS,Bad Ragaz Ost,47.00330414,9.469089392
HOT,Horchental,47.4735275,9.440570994
GRWV,Grellingen West (Spw),47.43860714,7.571889183
NGR,Neugrüt (Verzw),47.08803355,9.498193952
DAIL,Daillens,46.63228131,6.542478608
EISN,Einsiedeln Nord (Abzw),47.14016397,8.74895059
TRIM,Trimmis (Spw),46.90914387,9.553419782
WZSE,Wetzikon Schöneich (Dsta),47.3091975,8.801174949
COS,Cossonay-Penthalaz,46.60601009,6.523689168
BRMT,Brunnen Morschachtunnel,46.99445552,8.607985575
GEPB,Genève-La-Praille (bif),46.17867931,6.124969022
WIGR,Wiesengrund,47.50219286,8.94875272
ARBR,Arth Brennstuden,47.0632746,8.521834019
LD,Le Landeron,47.05663639,7.066335334
CORN,Cornaux NE,47.03857203,7.023365662
SBL,St-Blaise CFF,47.01457595,6.982110195
BOLE,Bôle,46.96942292,6.838374497
VER,Les Verrières,46.90532665,6.479392819
CLB,Colombier NE,46.96765239,6.848869743
CRGD,Creux-de-Genthod,46.26376776,6.161312311
COI,Vernier,46.2207187,6.093891707
BSTS,Basel Schützenmatttunnel Süd,47.54822964,7.569215604
SCHA,Schachen LU,47.0379734,8.143258925
ENT,Entlebuch,46.99369336,8.062364329
ESCH,Escholzmatt,46.91534823,7.936377958
WIG,Wiggen,46.89986806,7.901391231
RUS,Russin,46.18839513,6.018035957
FE,Felsenau AG,47.60556988,8.221183237
TKBN,Killwangen Kreuzlibergtunnel N,47.46502252,8.3067766
HUET,Hüslentunnel,47.09700611,8.299932757
GSUW,Gossau SG altes Unterwerk,47.41139957,9.264375499
GSSE,Gossau SG Ost,47.41380424,9.257937052
ZTFW,Zürich Föhrlibucktunnel,47.40759502,8.611105421
UZWS,Uzwil Süd,47.44143888,9.123969534
KREU,Kreuzstrasse,47.36562344,9.505237549
STOS,Stoss AR,47.3607901,9.49511843
RBLW,RBL West,47.42282363,8.37764336
SBRU,Steinbruch (Agl),47.42569373,7.511166992
BSKT,Kannenfeldtunnel,47.56142325,7.569393991
AR,Altenburg-Rheinau,47.66359653,8.59686162
GRA,Grandgourt,47.46992015,7.04810766
BCT,Boncourt,47.49263187,7.016551752
POR,Porrentruy,47.42091638,7.080077285
CTT,Courtételle,47.34282901,7.317942768
LBD,Root D4,47.10485643,8.37380808
GEEV,Genève-Eaux-Vives (lac),46.20938477,6.162353024
HUZY,Hünenberg Zythus,47.17360757,8.450095247
RSST,Rorschach Stadt,47.47559233,9.489363708
AUSG,Au SG,47.43611582,9.641259108
OP,Opfikon,47.42995484,8.561794795
BUBF,"Buchs SG, Bahnhof",47.16834085,9.478115589
NIDB,Nidelbad (Abzw),47.31220791,8.541295949
MEF,Melchsee-Frutt (Bergstation),46.776067,8.269109563
KLB,Kloten Balsberg,47.44229037,8.570718493
KN,Kempten,47.33204312,8.804720693
BSNK,Basel SBB RB Nordkopf (Abzw),47.53964844,7.632364338
HBTN,Hauenstein Nord (Spw),47.41751425,7.899028073
SIS,Sissach,47.46275412,7.81202757
WIGT,Wiggentunnel,46.89719692,7.905524414
BSKE,Kleinhüningen Hafen Gleisende,47.56995623,7.586325027
WASS,Wasserauen,47.28556075,9.428614972
SEEB,Seebleiche,47.4773701,9.516991268
GONB,Gontenbad,47.33166361,9.372436908
LU,Luchsingen-Hätzingen,46.96507069,9.039022487
EDA,Ennenda,47.03295954,9.077193805
GL,Glarus,47.03992414,9.071566413
BSKH,Basel Kleinhüningen Hafen,47.57802381,7.587733033
VAR2,Varzo II,46.20721442,8.242487166
WALS,Waltenschwil,47.3270719,8.297295752
GSAB,Gossau SG AB,47.41126599,9.253506706
CORS,Corseaux-Cornalles,46.47045139,6.824780803
BAZM,Bazenheid MICARNA (Abzw),47.41478507,9.070951313
COP,Coppet,46.31739357,6.187827381
BAZZ,Bazenheid ZAB (Agl),47.41879317,9.072759648
CHB,Les Charbonnières,46.66429454,6.317044773
ALG,Algetshausen-Henau,47.44854835,9.109942188
BASS,Bassins,46.46056999,6.222309999
FLA,Flawil,47.41518938,9.189785591
TAEM,Tägerwilen Dorf,47.65372118,9.1395596
UZW,Uzwil,47.436444,9.130991819
RUE,Rüti ZH,47.2604838,8.854079463
BNK,Benken SG,47.20445815,9.008654222
LFGW,Laufenburg West,47.56616385,8.073706222
SMGO,St. Margrethen Ost (Abzw),47.45194364,9.645379994
RWO,Rapperswil Ost (Abzw),47.22535942,8.824224168
NEGO,Neugut Ost bei DUE (Abzw),47.40445398,8.604807897
OPP,Oppikon,47.55206426,9.062103411
TOA,Tobel-Affeltrangen,47.52130135,9.033709384
HERL,Herrliberg-Feldmeilen,47.2818266,8.612733422
RBLE,RBL E-Gruppe,47.42709494,8.370004472
KOGA,Konstanz Grenze (Abzw),47.65461685,9.176665464
GSAE,Gossau SG AB Gleisende,47.41119235,9.250670251
ALRH,Altenrhein,47.48274699,9.547509723
STAC,Stabio (Confine di proprietà),45.83798524,8.90923558
PRUW,Pratteln Ueberwerfung,47.52335506,7.679097553
KWL,Kesswil,47.59549778,9.317427251
WFKV,Weinfelden KVA Thurgau (Abzw),47.55826521,9.127216505
MAER,Märstetten,47.58282056,9.062193478
BIR,Birmensdorf ZH,47.35743137,8.437555141
GBSG,St. Gallen Güterbahnhof,47.41730092,9.362467099
OI,Oberrüti,47.16592617,8.404779459
SGGS,"St. Gallen, Geltenwilenstrasse",47.41798743,9.366162312
STF,Staldifeld (Ausw),46.94597721,8.385795351
NYB,Nyon (bif),46.38256173,6.233652653
VVT,Vevey-La Tour (lac),46.456942,6.850011441
TRIN,Trin,46.81657,9.359520005
BUEA,"Bütschwil, Au",47.37274281,9.079683766
MIGC,Milano Greco Pirelli Centr.Es.,45.50669342,9.213092932
COMT,Tunnel de Combes,46.72628239,6.452695322
MORI,Montricher,46.59632999,6.393050003
CAPA,Capäls,46.91369,9.786859997
RIPO,"Richenthal, Post",47.21552164,7.942835681
BGB3,Basel SBB GB Stw 3 (Do67),47.54298302,7.600483304
BINO,"Bischofszell, Bruggmühle",47.49815796,9.239903008
OSTA,"Oberwil BL, Stallen",47.51898785,7.563687556
UKU,Unterkulm,47.31012929,8.115133452
VERC,Verschiez,46.30817403,6.983668232
GRCH,Gryon-Chalméry,46.27363999,7.051909995
WGKS,"Wiggen, Egghus",46.89550961,7.90898732
NAFF,"Naters, Fiischter-Fäld",46.32585372,8.000894542
VUCC,Vufflens-la-Ville coté COS (B),46.57623602,6.530777717
KABK,Kaltbrunn Kabelkabine,47.21516283,9.026981317
ROEA,"Rothenthurm, Erste Altmatt",47.11020564,8.678491009
NSPZ,"Näfels, Lintharena",47.10744209,9.063950844
MARD,"Marbach SG, Dorf",47.39198315,9.568664223
LARL,"Langnau bei Reiden, Lupfen",47.22165388,7.951501773
BURI,Burier,46.44788647,6.877121825
AKT,Altmarkt,47.47641,7.74472
RTRH,Rothrist GB,47.29508411,7.856221555
SBBI,"Strengelbach, Bifang",47.28099356,7.932667668
PAYE,Payerne Est (bif),46.82699602,6.948040243
LTD,Lausanne-Triage D,46.5324303,6.547626259
DENB,Denges B (bif),46.53076849,6.5443417
CAUX,Caux,46.43114,6.938519996
EP,Ependes VD,46.74641611,6.607661874
LB,Lenzburg,47.39119976,8.170392889
ROSL,Romanel-sur-Lausanne,46.56246999,6.603169997
HM,Hüttlingen-Mettendorf,47.58234364,8.974555008
STTF,Sternen bei Teufen,47.38948606,9.374831758
RTRU,"Rothrist, Grüebli",47.30268749,7.877265724
LBTL,Lötschberg-Basistunnel,46.32559338,7.799688142
BRTN,Bretonnières Nord,46.72387637,6.471106186
ERM,Ermatingen,47.66999917,9.085672528
SGFH,"St. Gallen, Friedhof Bruggen",47.41027893,9.335612555
LTOX,Lausanne-Triage LC3,46.52493146,6.526201624
CRSS,Croy-Romainmôtier sous-station,46.70021333,6.476042288
WAG,Waldenburg,47.38628,7.748849997
MEGH,Meggenhorn,47.03374311,8.354243461
TESF,"Teufen AR,Steinegg Feuerwehrh.",47.40137879,9.42042159
YENS,Yens,46.51996,6.427319996
CNLC,"Colombier NE, Les Chézards",46.96076581,6.863801945
CNLI,Colombier NE Littorail,46.96587082,6.865419047
STMW,"Stein SG, Mühlewies",47.19330257,9.230278448
BLRA01,Bluche-Randogne,46.31113702,7.499071926
AILM,"Aigle, La Mêlée",46.31902568,6.93756357
OFR,Otelfingen Golfpark,47.45582164,8.402113455
FRNZ,Franziskus (Spw),46.98188,8.611800002
BBHF,"Brunnen, Bahnhof",46.99955371,8.610003303
FIRE,"Filzbach, Reutegg",47.12087097,9.140016015
KBND,"Kirchberg SG, Neudorf",47.41414417,9.043095326
AVLI,Auvernier Littorail,46.9742403,6.878892179
BLIT,Boudry Littorail,46.94948455,6.839147712
ABZP,"Abtwil SG, Zentrumpark",47.42283286,9.317779388
ABSP,"Abtwil SG, Säntispark",47.41748869,9.315019269
ABAU,"Abtwil SG, Ausserdorf",47.42039064,9.314710633
EBG,Engelberg,46.81951711,8.402980126
NGGE,"Niedergesteln, Gesch",46.31043502,7.791292578
SOKS,"Sommerau, Hauensteinstrasse",47.43641688,7.850183426
PFAS,"Pfaffnau, Steinacher",47.22406789,7.892769303
BZBT,Doppelspurtunnel Bözberg,47.46489777,8.115180356
LIEU,Le Lieu,46.64689996,6.283407201
ZHDB,Zürich Hardbrücke,47.38519789,8.517126201
DUE,Dübendorf,47.40008036,8.623421744
WALG,Waldburg,47.34546999,8.59302
SPIT,Spital Zollikerberg,47.34730999,8.596799999
EF,Effretikon,47.42581206,8.686679144
ZHER,Zürich Herdern Abstellgruppe,47.39071838,8.501414251
SSNO,Sursee Nord,47.17078933,8.097890615
SPL,"Splügen, Dorf",46.55217703,9.319548652
SRND,Sarnen Nord,46.90018398,8.249125882
ZGH,Zürich Giesshübel,47.3626111,8.522016334
FRIB,Zürich Friesenberg,47.36479942,8.507507392
RTHU,Rüthi SG Unterwerk,47.30258507,9.557793121
STNB,Starkenbach,47.18405705,9.256441572
GASR,"Gams, Simmirank",47.1957382,9.431767042
SGGT,St. Gallen Galgentobel,47.41792667,9.364410409
MBGO,Mülberg Ost,47.43814472,8.653134519
ADW,Adliswil,47.31227448,8.524253668
STRG,"Strengelbach, Gemeindehaus",47.27826219,7.929853655
SAGN,La Sagne,47.03988675,6.802081072
HNAL,Horn Allmend,47.49495253,9.462699517
BZFQ,"Bazenheid, altes Zeughaus",47.40841212,9.07129174
BSGL,Basel SBB Gleise 30-35,47.54793789,7.587520013
GAPA,"Gampel, Zentrum",46.31485457,7.743831607
HOBF,"Horn, Bahnhof",47.49351144,9.462790661
GATS,"Gampel, Talstation LGJ",46.31540636,7.739316785
WNO,Winterthur Nord,47.50312482,8.725846259
TAOW,Tanklager Oberhasli (Gleisend),47.45694458,8.464781418
FBPO,"Filzbach, Sportzentrum",47.12059142,9.128473931
ZEN,Zürich Enge,47.36409882,8.530820575
SCHL,Schlieren,47.39917637,8.447245063
STAE,Stäfa,47.2405272,8.72165287
SAKH,Sargans Kabelhaus,47.04760848,9.44001604
ALFL,"Altstätten SG, Fleuben",47.36027957,9.556724045
RDM,Riedmatt SZ,47.19670535,8.712102102
RSGB,Rorschach GB,47.47829,9.513210004
BSD,Bassersdorf,47.43857056,8.626220944
WHLH,"Wildhaus, Lisighaus",47.20109108,9.338723511
FIN,Finhaut,46.08240442,6.97613107
ERLB,Erlenbach ZH,47.30579196,8.591522357
MOET,Möhlin Tannenhof,47.56744607,7.858984629
VOWD,"Vordemwald, Weierdentsch",47.27573892,7.913799108
SSD,Saut-du-Doubs,47.084359,6.709120056
LKK,Leuk (Km-Sprung),46.30793391,7.65826986
RI,Richterswil,47.208375,8.707481355
AAT,Aathal,47.33595913,8.765625135
ZSEU,Zürich Seebach Frequenz UW,47.42330889,8.555757698
OFOF,"Oftringen, Oberfeld",47.31478179,7.927411999
LKKM,"Susten, Kreuzmatten",46.3016761,7.658095088
SCHP,Schwägalp (Säntis-Schwebebahn),47.25640942,9.317684432
RBLZ,RBL Kopf Zürich,47.40860591,8.403442658
COMB,La Combe,47.28491399,7.100122006
SGRO,St. Gallen Rosenbergtunnel Mit,47.43101049,9.375570286
BFG,Bifang AG (Spw),47.31087017,7.895857903
CBYG,Collombey-le-Grand,46.27976089,6.948908904
ROHF,"Romanshorn, Hofstrasse",47.55968804,9.368635611
RIET,Rietheim,47.60075009,8.277327946
LGUR,"Lichtensteig, Untertor",47.32087424,9.087600392
EKBF,"Ebnat-Kappel, Bahnhof",47.26444175,9.121052406
ETMA,"Ebnat, Mühlau",47.26166471,9.124546335
EBAC,"Ebnat, Acker",47.2642645,9.12579145
CER,"Cernier, centre",47.05935223,6.902100232
SWD,Schwendi bei Heiden,47.45946973,9.530651153
RUEN,Rümikon AG,47.56538385,8.373666918
DAV,Davos Platz,46.79146999,9.820730005
DAF,Davos Frauenkirch,46.7666,9.799249994
BINI,"Binningen, Schloss",47.53732,7.575159997
MALU,Martigny Aluminium (embr),46.11226081,7.096043831
NIE,Niederhasli,47.47833088,8.488707408
CHET,Le Locle Le Chalet,47.05591756,6.738986118
DOSS,Dossenboden (Spw),47.56277494,7.873081766
UQBT,UQB-Altstettertunnel,47.39009642,8.497773762
LCR,Le Creux,47.09993478,6.869884914
